ID article dans kezzia,Type d'article pour nom,Marque d'article pour nom,BIO (oui/non),Nom d'article au Super Cafoutch,Code barre,Nom fournisseur,Nom article chez fournisseur,Référence fournisseur,Colisage en unité de mesure,Prix HT par unité de mesure,Catégorie interne,TVA,Contrôle TVA,Poids net (kilo),Volume (litre),Lien vers photo,Pays d'origine,Produit en mercuriale (oui/non)
3645,Limonade citron,,oui,Limonade citron ,3580283530021,Agidra,Limonade BIO bouteille 1L CT 6,353002,6,"1,23","Alimentaire / Liquide / Sirops, Sodas, Boissons aromatisées TVA 5,5%",A5.5-V5.5,ok,,1,https://www.agidra.com/images/vignettes/353002_XZ1.jpg,France,non
3656,Boisson au soja,,oui,Boisson au soja ,3580283511969,Agidra,Boisson végétale BIO soja Calcium brique 1l CT 8 BRIK,351196,8,"0,94",Alimentaire / Liquide / Jus de fruits,A5.5-V5.5,ok,,1,https://www.agidra.com/images/vignettes/351196_XZ1.jpg,France,non
3693,Pur jus d'orange,,oui,Pur jus d'orange ,3700490802463,Agidra,Pur jus d'orange BIO bouteille 1l CT 6,351238,6,"1,89",Alimentaire / Liquide / Jus de fruits,A5.5-V5.5,ok,,1,https://www.agidra.com/images/vignettes/351238_XZ1.jpg,,non
3695,Pur jus de carotte,,oui,Pur jus de carotte ,3580283512423,Agidra,Pur Jus de carotte BIO bouteille 75cl CT 6,351242,6,"1,13",Alimentaire / Liquide / Jus de fruits,A5.5-V5.5,ok,,"0,75",https://www.agidra.com/images/vignettes/351242_XZ1.jpg,,non
3635,Bière blanche La Divine,- SAINT-LANDELIN,non,Bière blanche La Divine - SAINT-LANDELIN,3261570005797,Agidra,Bière Saint Landelin FR Blanche bouteille 75cl CT 6,370015,6,"1,66","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://www.agidra.com/images/vignettes/370015_XZ1.jpg,France,non
3636,Bière blonde La Divine,- SAINT-LANDELIN,non,Bière blonde La Divine - SAINT-LANDELIN,3261570005780,Agidra,Bière Saint Landelin FR Blonde bouteille 75cl CT 6,370010,6,2,"Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://www.agidra.com/images/vignettes/370010_XZ1.jpg,France,non
3637,Cidre fermier doux,- CHATEAU DE LEZERGUE,non,Cidre fermier doux - CHATEAU DE LEZERGUE,3760031901116,Agidra,Cidre fermier doux bouteille verre 75CL CT 6,360201,6,"2,19","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://www.agidra.com/images/vignettes/360201_XZ1.jpg,France,non
5557,Bière Ambrée La Divine,- SAINT-LANDELIN,non,Bière Ambrée La Divine - SAINT-LANDELIN,3261570006664,Agidra,Bière Saint Landelin FR Ambrée bouteille 75cl CT DE 6,370013,6,"2,01","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://www.agidra.com/images/vignettes/370013_Z1.jpg,France,non
3525,Thon au naturel Albacore,,non,Thon au naturel Albacore ,3580282390213,Agidra,Thon au naturel Albacore 1/4 conserve pne 140g CT 48 bte,239021,48,"0,95",Alimentaire / Épicerie / Conserves de poisson,A5.5-V5.5,ok,,"0,14",https://www.agidra.com/images/vignettes/239021_XZ1.jpg,,non
3541,Bretzels,- HUOBER,oui,Bretzels - HUOBER,4000381003030,Agidra,Bretzels original BIO paquet 175g CT 20 x 175g,321006,20,"0,75",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,175",,https://www.agidra.com/images/vignettes/321006_XZ1.jpg,,non
3542,Crackers 3 graines,- DR KARG,oui,Crackers 3 graines - DR KARG,4033634076000,Agidra,Crackers 3 graines BIO Dr Karg's paquet 200g CT 10 x 200g,321200,10,"1,49",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,2",,https://www.agidra.com/images/vignettes/321200_Z1.jpg,,non
3543,Crackers chia et avoine,- DR KARG,oui,Crackers chia et avoine - DR KARG,4033634062201,Agidra,Crackers chia & avoine BIO Dr Karg's paquet 200g CT 10 x 200g,321220,10,"1,55",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,2",,https://www.agidra.com/images/vignettes/321220_XZ1.jpg,,non
3544,Crackers fromage et graines,- DR KARG,oui,Crackers fromage et graines - DR KARG,4033634061020,Agidra,Crackers fromage & graines Dr Karg's BIO pqt 200g CT 10 x 200g,321210,10,"1,74",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,2",,https://www.agidra.com/images/vignettes/321210_XZ1.jpg,,non
3569,Chips à l'ancienne sel de Camargue,- SIBELL,non,Chips à l'ancienne sel de Camargue - SIBELL,3396111000129,Agidra,Chips à l'ancienne sel de Camargue pqt 135g Sibell CT 18 PQT,261013,18,"0,59",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,135",,https://www.agidra.com/images/vignettes/261013_XZ1.jpg,France,non
3573,Chips aux 4 légumes,,non,Chips aux 4 légumes ,3580282620204,Agidra,Chips aux 4 légumes paquet 100g CT 12 SACHETS DE 100G,262020,12,"1,33",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,1",,https://www.agidra.com/images/vignettes/262020_XZ1.jpg,,non
3576,Chips bleues vitelotte,- SIBELL,non,Chips bleues vitelotte - SIBELL,3396114000102,Agidra,Chips bleues vitelotte Sibell paquet 100g CT 24 PQT,261033,24,"1,15",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,1",,https://www.agidra.com/images/vignettes/261033_Z1.jpg,France,non
3579,Chips ondulées allégées en sel,- SIBELL,oui,Chips ondulées allégées en sel - SIBELL,3396114000331,Agidra,Chips ondulées BIO allégées en sel pqt 130g Sibell CT 20 PQT,261044,20,"1,29",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,13",,https://www.agidra.com/images/vignettes/261044_XZ1.jpg,France,non
3954,Sel fin,- CEDO,non,Sel fin - CEDO,3252378001708,Agidra,Sel fin boîte verseuse 750g CT DE 10,185703,10,"0,45","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,75",,https://www.agidra.com/images/vignettes/185703_Z1.jpg,,non
3966,Graines de sésame dorées,- BEDROS,non,Graines de sésame dorées - BEDROS,3580281862322,Agidra,Graines de sésame dorées paquet 250g Bedros CARTON DE 20 X 250 GR,186232,20,"1,19","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,25",,https://www.agidra.com/images/vignettes/186232_XZ1.jpg,,non
4201,Câpres au vinaigre,- LES SAVEURS DE SAVINO,non,Câpres au vinaigre - LES SAVEURS DE SAVINO,3580281710036,Agidra,Câpres au vinaigre bocal 125g Savino Carton x 12 (pne 125gr),171003,12,"0,7","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,125",,https://www.agidra.com/images/vignettes/171003_XZ1.jpg,,non
4207,Cornichons au vinaigre,- GUSTADEA,non,Cornichons au vinaigre - GUSTADEA,3580281715628,Agidra,Cornichons au vinaigre bocal pne 190g Gustadéa Carton x 12 (pne 190gr),171562,12,"0,73","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,19",,https://www.agidra.com/images/vignettes/171562_XZ1.jpg,,non
4217,Huile de Tournesol,,non,Huile de Tournesol ,3580281920084,Agidra,Huile de Tournesol bouteille 1l CT 15,192008,15,"1,11","Alimentaire / Épicerie / Huile, Vinaigre",A5.5-V5.5,ok,,1,https://www.agidra.com/images/vignettes/192008_XZ1.jpg,,non
4226,Harissa conserve,- LE PHARE DU CAP BON,non,Harissa conserve - LE PHARE DU CAP BON,6194049100013,Agidra,Harissa 1/6 conserve 135g Cap Bon Carton de 48 boites 1/6,1760021,48,"0,32","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,135",,https://www.agidra.com/images/vignettes/1760021_XZ1.jpg,,non
4229,Moutarde à l'ancienne,- REINE DE DIJON,non,Moutarde à l'ancienne - REINE DE DIJON,3563490110125,Agidra,Moutarde à l'ancienne pot 190g Reine de Dijon CT DE 12,179005,12,"0,56","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,19",,https://www.agidra.com/images/vignettes/179005_XZ1.jpg,France,non
4232,Moutarde forte de Dijon,,non,Moutarde forte de Dijon ,3580281790403,Agidra,Moutarde forte de Dijon pot 370g CT 12 POT,179040,12,"0,46","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,37",,https://www.agidra.com/images/vignettes/179040_XZ1.jpg,France,non
4269,Fonds d'artichauts,- GUSTADEA,non,Fonds d'artichauts - GUSTADEA,3580282217084,Agidra,Fonds d'artichauts Gustadéa bocal 410g CT 12 Bocaux,221708,12,"2,05",Alimentaire / Épicerie / Conserves de légumes,A5.5-V5.5,ok,"0,41",,https://www.agidra.com/images/vignettes/221708_PA.jpg,,non
4284,Petits pois et carottes,- GUSTADEA,non,Petits pois et carottes - GUSTADEA,3580282213178,Agidra,Petits pois & carottes France bocal pne 420g CT 6,221317,6,"0,95","Alimentaire / Épicerie / Conserves autres, Plats cuisinés etc",A5.5-V5.5,ok,"0,42",,https://www.agidra.com/images/vignettes/221317_XZ1.jpg,France,non
4297,Haricot coco blanc,- GRAIN DE FRAIS,non,Haricot coco blanc - GRAIN DE FRAIS,3580281325056,Agidra,Haricot coco blanc Carton de 12 x 1kg,132505,12,"1,39","Alimentaire / Épicerie / Légumes secs, Semoule",A5.5-V5.5,ok,1,,https://www.agidra.com/images/vignettes/132505_XZ1.jpg,,non
4324,Pois cassé,- GRAIN DE FRAIS,non,Pois cassé - GRAIN DE FRAIS,3580281350058,Agidra,Pois cassé France Carton de 12 x 1kg,135005,12,"0,92","Alimentaire / Épicerie / Légumes secs, Semoule",A5.5-V5.5,ok,1,,https://www.agidra.com/images/vignettes/135005_XZ1.jpg,France,non
4333,Riz Arborio spécial risotto,- CONTIRISO,non,Riz Arborio spécial risotto - CONTIRISO,8000775000696,Agidra,Riz Arborio spécial risotto Italie paquet 1kg Carton de 20 x 1kg,146005,20,"1,49","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,1,,https://www.agidra.com/images/vignettes/146005_XZ1.jpg,Italie,non
4343,Riz long étuvé,- GRAIN DE FRAIS,non,Riz long étuvé - GRAIN DE FRAIS,3580281445051,Agidra,Riz long étuvé pqt 1kg Grain de Frais Carton de 12 x 1kg,144505,12,"1,09","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,1,,https://www.agidra.com/images/vignettes/144505_XZ1.jpg,,non
4346,Riz long surinam,- GRAIN DE FRAIS,non,Riz long surinam - GRAIN DE FRAIS,3580281480052,Agidra,Riz long surinam paquet 1kg Grain de Frais Carton de 12 x 1kg,148005,12,"1,19","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,1,,https://www.agidra.com/images/vignettes/148005_XZ1.jpg,,non
4422,Lupins Trempés extra,,non,Lupins Trempés extra ,8413295801627,Agidra,Lupins Trempés extra 37cl Carton de 12,172005,12,"0,79",Alimentaire / Épicerie / Conserves de légumes,A5.5-V5.5,ok,,"0,37",https://www.agidra.com/images/vignettes/172005_XZ1.jpg,,non
4431,Poivrons piquillo,- SAVINO,non,Poivrons piquillo - SAVINO,3580282250074,Agidra,Poivrons piquillo pot 225g Savino CT 12,225007,12,"0,95",Alimentaire / Épicerie / Conserves de légumes,A5.5-V5.5,ok,"0,225",,https://www.agidra.com/images/vignettes/225007_XZ1.jpg,,non
4433,Poivrons rouges,- LES COMPTOIRS DE CARTAGE,non,Poivrons rouges - LES COMPTOIRS DE CARTAGE,3580282225508,Agidra,Poivrons rouges bocal 350g Comptoirs de Carthage Carton de 12 pots X 350 G,222550,12,"1,79",Alimentaire / Épicerie / Conserves de légumes,A5.5-V5.5,ok,"0,35",,https://www.agidra.com/images/vignettes/222550_XZ1.jpg,,non
4524,Houmous,- LES COMPTOIRS DE CARTAGE,non,Houmous - LES COMPTOIRS DE CARTAGE,3580281780091,Agidra,Crème de pois chiche houmous pot 180g Carton 12 pots de 180gr,178009,12,"1,65",Alimentaire / Épicerie / Conserves de légumes,A5.5-V5.5,ok,"0,18",,https://www.agidra.com/images/vignettes/178009_XZ1.jpg,,non
4526,Tapenade noire,,oui,Tapenade noire ,3025057090665,Agidra,Tapenade noire BIO pot 90g Carton 12 pots de 90gr,178013,12,"1,17",Alimentaire / Épicerie / Conserves de légumes,A5.5-V5.5,ok,"0,09",,https://www.agidra.com/images/vignettes/178013_XZ1.jpg,France,non
4527,Tapenade verte,,oui,Tapenade verte ,3025057090672,Agidra,Tapenade verte BIO pot 90g Carton 12 pots de 90gr,178011,12,"1,17",Alimentaire / Épicerie / Conserves de légumes,A5.5-V5.5,ok,"0,09",,https://www.agidra.com/images/vignettes/178011_XZ1.jpg,France,non
4546,Graines de lin,- GRAIN DE FRAIS,oui,Graines de lin - GRAIN DE FRAIS,3580281020173,Agidra,Graines de lin BIO paquet 250g Grain de Frais carton de 10 X 250g,1020171,10,"0,99","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,25",,https://www.agidra.com/images/vignettes/1020171_XZ1.jpg,,non
4552,Millet décortiqué,- GRAIN DE FRAIS,oui,Millet décortiqué - GRAIN DE FRAIS,3580281020180,Agidra,Millet décortiqué BIO paquet 500g Grain de Frais carton de 10X 500g,1020181,10,"1,19","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"1,19",,https://www.agidra.com/images/vignettes/1020181_XZ1.jpg,,non
4562,Sarrasin décortiqué,- IDENAT,oui,Sarrasin décortiqué - IDENAT,3380380085802,Agidra,Sarrasin décortiqué BIO paquet 500g carton de 6 X 500g,102023,6,"1,84","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/102023_XZ1.jpg,France,non
4585,Feuilles de brick,- FANTASIA,non,Feuilles de brick - FANTASIA,3580284320102,Agidra,Feuilles de brick dizaine Fantasia paquet 170g 25 pqt de 10 feuilles,432010,25,"0,55","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,17",,https://www.agidra.com/images/vignettes/432010_XZ1.jpg,,non
4611,Lasagnes aux oeufs,- AGNESI,non,Lasagnes aux oeufs - AGNESI,8001200027950,Agidra,Lasagnes aux oeufs n°208 boîte 500g Agnesi Carton de 12 x 500gr,1187208,12,"1,45","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/11872081_XZ1.jpg,,non
4624,Pâtes italiennes Coquillette,- PASTA BERRUTO,oui,Pâtes italiennes Coquillette - PASTA BERRUTO,8003740122522,Agidra,Pâtes italiennes Coquillette BIO n°252 500g 1881 Carton de 20 x 500gr,117914,20,"0,67","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/117914_XZ1.jpg,,non
4628,Pâtes italiennes Farfalle,- PASTA BERRUTO,oui,Pâtes italiennes Farfalle - PASTA BERRUTO,8003740120580,Agidra,Pâtes italiennes Farfalle BIO n°58 pqt 500g 1881 Carton de 20 x 500gr,117913,20,"0,69","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/117913_XZ1.jpg,,non
4629,Pâtes Farfalle n°58,- SAVINO PASTA,non,Pâtes Farfalle n°58 - SAVINO PASTA,3580281186589,Agidra,Pâtes Farfalle n°58 pqt 500g Savino Pasta Carton de 20 x 500gr,118658,20,"0,47","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/118658_XZ1.jpg,,non
4636,Pâtes Fusilli n°36,- SAVINO PASTA,non,Pâtes Fusilli n°36 - SAVINO PASTA,3580281186367,Agidra,Pâtes Fusilli n°36 pqt 500g Savino Pasta Carton de 20 x 500gr,118636,20,"0,47","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/118636_XZ1.jpg,,non
4642,Pâtes italiennes Maccaroni ,- PASTA BERRUTO,oui,Pâtes italiennes Maccaroni  - PASTA BERRUTO,8003740121709,Agidra,Pâtes italiennes Maccaroni BIO pqt 500g 1881 Carton de 20 x 500gr,117915,20,"0,67","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/117915_XZ1.jpg,,non
4645,Pâtes italiennes Penne rigate,- PASTA BERRUTO,oui,Pâtes italiennes Penne rigate - PASTA BERRUTO,8003740120313,Agidra,Pâtes italiennes Penne rigate BIO pqt 500g 1881 Carton de 20 x 500gr,117911,20,"0,69","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/117911_XZ1.jpg,,non
4650,Pâtes italiennes Spaghetti,- PASTA BERRUTO,oui,Pâtes italiennes Spaghetti - PASTA BERRUTO,8003740120054,Agidra,Pâtes italiennes Spaghetti n°5 BIO pqt 500g 1881 Carton de 20 x 500gr,117910,20,"0,69","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/117910_XZ1.jpg,,non
4726,Bouillon de légumes,- BEDROS,non,Bouillon de légumes - BEDROS,3580281771242,Agidra,Bouillon de légumes paquet 80g Bedros Carton de 12 x 80G,177124,12,"0,99","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,08",,https://www.agidra.com/images/vignettes/177124_XZ1.jpg,,non
4727,Bouillon de volaille,- BEDROS,non,Bouillon de volaille - BEDROS,3580281771228,Agidra,Bouillon de volaille paquet 80g Bedros Carton de 12 x 80G,177122,12,"0,89","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,08",,https://www.agidra.com/images/vignettes/177122_XZ1.jpg,,non
4756,Sauce pour nems,- EXOTIC FOOD,non,Sauce pour nems - EXOTIC FOOD,8853662040066,Agidra,Sauce pour nems bouteille 250ml Exotic Food Carton de 6 X 250ML,2810141,6,"1,35","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,,"0,25",https://www.agidra.com/images/vignettes/2810141_XZ1.jpg,,non
4782,Purée de tomates fraîches,- SAVINO,non,Purée de tomates fraîches - SAVINO,3580282135159,Agidra,Purée de tomates fraîches Savino bouteille 690g CT DE 12 BOUTEILLE,213515,12,"0,62",Alimentaire / Épicerie / Sauces,A5.5-V5.5,ok,"0,69",,https://www.agidra.com/images/vignettes/213515_XZ1.jpg,,non
4784,Double concentré de tomate,- LE PHARE DU CAP BON,non,Double concentré de tomate - LE PHARE DU CAP BON,6194049101454,Agidra,Double concentré de tomate 1/2 Cap Bon CT DE 24,221203,24,"0,59",Alimentaire / Épicerie / Sauces,A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/221203_XZ1.jpg,,non
4791,Pesto genovese,- ANTICO CASALE,non,Pesto genovese - ANTICO CASALE,8015559066850,Agidra,Pesto genovese pot 140g Antico Casale Carton de 12 pots 140gr,177056,12,"1,19",Alimentaire / Épicerie / Sauces,A5.5-V5.5,ok,"0,14",,https://www.agidra.com/images/vignettes/177056_XZ1.jpg,,non
4807,Sauce bolognaise,- LOUIS MARTIN,oui,Sauce bolognaise - LOUIS MARTIN,3142952359014,Agidra,Sauce bolognaise BIO pot 190g L.Martin Carton de 12 pots de 190 G,211019,12,"1,09",Alimentaire / Épicerie / Sauces,A5.5-V5.5,ok,"0,19",,https://www.agidra.com/images/vignettes/211019_XZ1.jpg,,non
4811,Sauce napolitaine,- SAVINO,non,Sauce napolitaine - SAVINO,3580282110026,Agidra,Sauce napolitaine pot 350g Savino Carton de 12 pots de 350 G,211002,12,"0,63",Alimentaire / Épicerie / Sauces,A5.5-V5.5,ok,"0,35",,https://www.agidra.com/images/vignettes/211002_XZ1.jpg,France,non
4920,Huile d'olive V.E,- LA PEDRIZA,oui,Huile d'olive V.E - LA PEDRIZA,8423329001701,Agidra,Huile d'olive V.E BIO bouteille 75cl La Pedriza Carton de 12 BTL,191124,12,"3,69","Alimentaire / Épicerie / Huile, Vinaigre",A5.5-V5.5,ok,,"0,75",https://www.agidra.com/images/vignettes/191124_XZ1.jpg,,non
5393,Gressins,- PANEALBA,oui,Gressins - PANEALBA,8002333011984,Agidra,Gressins BIO paquet 200g CT 10,321523,10,"1,29",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,2",,https://www.agidra.com/images/vignettes/321523_XZ1.jpg,,non
5776,Pâtes Coquillettes,- SAVINO PASTA,non,Pâtes Coquillettes - SAVINO PASTA,3580281186527,Agidra,Pâtes Coquillettes n°252 pqt 500g Savino Pasta Carton de 20 x 500gr,1186252,20,"0,47","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,5",,https://www.agidra.com/images/vignettes/1186252_XZ1.jpg,,non
5778,Purée de tomates au basilic,- SAVINO,non,Purée de tomates au basilic - SAVINO,3580282135234,Agidra,Purée de tomates au basilic Savino bouteille 690g PACK 12 BOUTEIL,2113523,12,"0,65",Alimentaire / Épicerie / Sauces,A5.5-V5.5,ok,"0,69",,https://www.agidra.com/images/vignettes/213523_XZ1.jpg,,non
0,Purée de tomates fraîches,- SAVINO,non,Purée de tomates fraîches - SAVINO,3580282135159,Agidra,Purée de tomates fraîches Savino bouteille 690g CT DE 12 BOUTEILLE,213515,12,"0,62",Alimentaire / Épicerie / Sauces,A5.5-V5.5,ok,"0,69",,https://www.agidra.com/images/vignettes/213515_XZ1.jpg,,non
4339,Riz basmati Inde,- MAHAN RATNA,non,Riz basmati Inde - MAHAN RATNA,8000024410023,Agidra,Riz basmati Inde Sac de 5 KG,140508,1,"8,15","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,5,,https://www.agidra.com/images/vignettes/140508_XZ1.jpg,,non
3669,Café moulu pur Arabica,- JACQUES CHAPUIS,oui,Café moulu pur Arabica - JACQUES CHAPUIS,3487772020158,Agidra,Café moulu BIO 100% pur Arabica paquet 250g carton de 24x250gr,041032,24,"2,85","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,25",,https://www.agidra.com/images/vignettes/041032_XZ1.jpg,,non
3725,Thé Rooibos,,oui,Thé Rooibos ,3580280530086,Agidra,Thé Rooibos BIO 20 sachets CT 12 BTES,053008,12,"1,19","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,04",,https://www.agidra.com/images/vignettes/053008_XZ1.jpg,,non
4150,Biscuits batonnet chocolat lait,- BIO ALBON,oui,Biscuits batonnet chocolat lait - BIO ALBON,3173990026354,Agidra,Biscuits batonnet chocolat lait BIO paquet 125g CARTON DE 12 UVC,074111,12,"1,29","Alimentaire / Épicerie / Biscuits, Galettes, Tartines, Pain et Patisserie Indus",A5.5-V5.5,ok,"0,125",,https://www.agidra.com/images/vignettes/074111_XZ1.jpg,France,non
4152,Biscuits cookies chocolat,- FLEURS DES BLES,oui,Biscuits cookies chocolat - FLEURS DES BLES,3226219009581,Agidra,Biscuits cookies chocolat BIO paquet 200g CARTON DE 8 UVC,074125,8,"1,25","Alimentaire / Épicerie / Biscuits, Galettes, Tartines, Pain et Patisserie Indus",A5.5-V5.5,ok,"0,2",,https://www.agidra.com/images/vignettes/074125_XZ1.jpg,France,non
4153,Biscuits épeautre sésame,- BIO ALBON,oui,Biscuits épeautre sésame - BIO ALBON,3173990058218,Agidra,Biscuits épeautre sésame BIO paquet 150g CARTON DE 12 UVC,074105,12,"1,15","Alimentaire / Épicerie / Biscuits, Galettes, Tartines, Pain et Patisserie Indus",A5.5-V5.5,ok,"0,15",,https://www.agidra.com/images/vignettes/074105_XZ1.jpg,France,non
4154,Biscuits fourrés cacao,- BIO ALBON,oui,Biscuits fourrés cacao - BIO ALBON,3173990026361,Agidra,Biscuits fourrés cacao BIO paquet 185g CARTON DE 12 UVC,074112,12,"1,64","Alimentaire / Épicerie / Biscuits, Galettes, Tartines, Pain et Patisserie Indus",A5.5-V5.5,ok,"0,185",,https://www.agidra.com/images/vignettes/074112_XZ1.jpg,France,non
4155,Biscuits nappés chocolat lait,- FLEURS DES BLES,oui,Biscuits nappés chocolat lait - FLEURS DES BLES,3226219003763,Agidra,Biscuits nappés chocolat lait BIO paquet 200g CARTON DE 10 UVC,074120,10,"1,45","Alimentaire / Épicerie / Biscuits, Galettes, Tartines, Pain et Patisserie Indus",A5.5-V5.5,ok,"0,2",,https://www.agidra.com/images/vignettes/074120_XZ1.jpg,France,non
4157,Biscuits tablette chocolat au lait,- BIO ALBON,oui,Biscuits tablette chocolat au lait - BIO ALBON,3173990060372,Agidra,Biscuits tablette chocolat au lait BIO paquet 150g CARTON DE 12 UVC,074110,12,"1,49","Alimentaire / Épicerie / Biscuits, Galettes, Tartines, Pain et Patisserie Indus",A5.5-V5.5,ok,"0,15",,https://www.agidra.com/images/vignettes/074110_XZ1.jpg,France,non
4354,Chocolat lait Tanzanie,- CACHET,oui,Chocolat lait Tanzanie - CACHET,5412956213413,Agidra,Chocolat lait BIO Tanzanie 40% cacao tablette 100g CT 12TAB,075032,12,"1,29","Alimentaire / Épicerie / Confiserie TVA 20%, Chocolat TVA 20%, Pâte à tartiner TVA 20%",A20.0-V20.0,ok,"0,1",,https://www.agidra.com/images/vignettes/075032_XZ1.jpg,,non
4355,Chocolat lait caramel fleur de sel tablette,- CACHET,non,Chocolat lait caramel fleur de sel tablette - CACHET,5412956213734,Agidra,Chocolat lait caramel/fleur de sel tablette 100g CT 12TAB,075022,12,"1,07","Alimentaire / Épicerie / Confiserie TVA 20%, Chocolat TVA 20%, Pâte à tartiner TVA 20%",A20.0-V20.0,ok,"0,1",,https://www.agidra.com/images/vignettes/075022_XZ1.jpg,,non
4374,Confiture fraises de Dordogne,- LES P'TITES TARTINES,non,Confiture fraises de Dordogne - LES P'TITES TARTINES,3580280775326,Agidra,Confiture fraises de Dordogne pot 315g CT 6 POTS,077532,6,"1,99","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,315",,https://www.agidra.com/images/vignettes/077532_XZ1.jpg,France,non
4377,Confiture mirabelles de Lorraine,- LES P'TITES TARTINES,non,Confiture mirabelles de Lorraine - LES P'TITES TARTINES,3580280775364,Agidra,Confiture mirabelles de Lorraine pot 315g CT 6 POTS,077536,6,"1,84","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,315",,https://www.agidra.com/images/vignettes/077536_XZ1.jpg,France,non
4391,Purée d'amande blanche,- L'AMANDAIRE,oui,Purée d'amande blanche - L'AMANDAIRE,3267110000543,Agidra,Purée d'amande blanche BIO pot 300g CT 6 POTS,075800,6,"5,9","Alimentaire / Épicerie / Compotes, Purées de fruits, Purées d'oléagineux",A5.5-V5.5,ok,"0,3",,https://www.agidra.com/images/vignettes/075800_XZ1.jpg,France,non
4393,Purée de sésame Tahin,- L'AMANDAIRE,oui,Purée de sésame Tahin - L'AMANDAIRE,3267110000994,Agidra,Purée de sésame Tahin BIO pot 280g CT 6 POTS,0758101,6,"2,7","Alimentaire / Épicerie / Compotes, Purées de fruits, Purées d'oléagineux",A5.5-V5.5,ok,"0,28",,https://www.agidra.com/images/vignettes/0758101_Z1.jpg,France,non
