ID article dans kezzia,Type d'article pour nom,Marque d'article pour nom,BIO (oui/non),Nom d'article au Super Cafoutch,Code barre,Nom fournisseur,Nom article chez fournisseur,Référence fournisseur,Colisage en unité de mesure,Prix HT par unité de mesure,Catégorie interne,TVA,Contrôle TVA,Poids net (kilo),Volume (litre),Lien vers photo,Pays d'origine,Produit en mercuriale (oui/non)
2938,Papier cuisson compostable,- IF YOU CARE,non,Papier cuisson compostable - IF YOU CARE,0770009010200,Comptoir Des Lys,PAPIER CUISSON NB FSC,0200020,12,"3,46",Non Alimentaire / Droguerie Hygiène / Emballages,A20.0-V20.0,ok,,,https://drive.google.com/open?id=1mXgHcR7sx_3LusbEbl9Htuzeb2ddGUtO,,non
2964,Crochet anti-mites,- ECO LIGN,non,Crochet anti-mites - ECO LIGN,3760089110638,Comptoir Des Lys,CROCHET ANTI-MITES TEXTILES - ECOMIT X 5,ECO-040,15,"1,53","Non Alimentaire / Bazar / Bougies, Insecticides",A20.0-V20.0,ok,,,https://drive.google.com/open?id=1B0BjwW3LegY4S6IJ3RktydHc4nl7W37e,France,non
5360,Confiture extra figue rouge,- CONFIT DE PROVENCE,oui,Confiture extra figue rouge - CONFIT DE PROVENCE,3452200004116,Confit de Provence,FIGUE ROUGE BIO,5360,6,"2,85","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://drive.google.com/file/d/1dGuiXlV7yrakOjP9nZ96s9FA2ILg4ifR,,non
4801,Confiture fraise,- CONFIT DE PROVENCE,oui,Confiture fraise - CONFIT DE PROVENCE,3424520000611,Confit de Provence,FRAISE DE PROVENCE Or. CARPENTRAS,4801,6,"3,09","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://drive.google.com/file/d/1qx_AjQKejUKX4lNUXgbJfsu4XQ1iY6jH,,non
4634,Confiture clémentine corse,- CONFIT DE PROVENCE,oui,Confiture clémentine corse - CONFIT DE PROVENCE,3452200004161,Confit de Provence,CLEMENTINE CORSE BIO,4634,6,"2,79","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://drive.google.com/file/d/1rp5K3H6OqcBXAjP8AXSp0caYcP-EAeNE,,
5935,Crême de marrons d'Ardèche,- CONFIT DE PROVENCE,oui,Crême de marrons d'Ardèche - CONFIT DE PROVENCE,345220000417,Confit de Provence,CREME DE MARRONS D'ARDECHE BIO EXTRA,5935,6,"3,29","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://drive.google.com/file/d/1oVyZvXr0IUhpMobV1pYsdn0cTzsj_kFM,,
5003,Confiture framboise extra,- CONFIT DE PROVENCE,oui,Confiture framboise extra - CONFIT DE PROVENCE,3452200004093,Confit de Provence,FRAMBOISE EXTRA BIO,5003,6,"3,45","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://drive.google.com/file/d/1l1uatpRL1r8Dr8z9IX3BzSCYJDo6eUrH,,
4558,Confiture orange extra,- CONFIT DE PROVENCE,oui,Confiture orange extra - CONFIT DE PROVENCE,3452200004000,Confit de Provence,ORANGE EXTRA BIO,4558,6,"2,59","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://drive.google.com/file/d/1S3mMv4FIRwOtCX_LNXMSQKKubUZn5Qpw,,
4712,Confiture abricot extra,- CONFIT DE PROVENCE,oui,Confiture abricot extra - CONFIT DE PROVENCE,3452200004055,Confit de Provence,ABRICOT EXTRA BIO,4712,6,"2,77","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://drive.google.com/file/d/1kTZjaWenK7hc2mwXAmaLTLj3opjfTm7y,,
6124,Confiture fraise 65% fruits,- CONFIT DE PROVENCE,oui,Confiture fraise 65% fruits - CONFIT DE PROVENCE,3452200002815,Confit de Provence,FRAISE  65% DE FRUITS,6124,6,"2,49","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://drive.google.com/file/d/1IrSftpdIqhheUGaiMPyUkVWHGOETeE_F,,
5168,Confiture myrtille 100% fruits,- CONFIT DE PROVENCE,oui,Confiture myrtille 100% fruits - CONFIT DE PROVENCE,345220000255,Confit de Provence,MYRTILLE BIO 100%,5168,6,"3,36","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://drive.google.com/file/d/1TJDoCVdRukDUzh59ATyiIBj61qdxjcMR,,
5630,Compote pomme canelle,- CONFIT DE PROVENCE,oui,Compote pomme canelle - CONFIT DE PROVENCE,3452200003003,Confit de Provence,COMPOTE POMME CANELLE,5630,6,"2,99","Alimentaire / Épicerie / Compotes, Purées de fruits, Purées d'oléagineux",A5.5-V5.5,ok,"0,43",,https://images-na.ssl-images-amazon.com/images/I/51Dduqp8okL._AC_SL1000_.jpg,,
4858,Confiture fraise extra,- CONFIT DE PROVENCE,oui,Confiture fraise extra - CONFIT DE PROVENCE,3452200004031,Confit de Provence,FRAISE EXTRA BIO,4858,6,"2,98","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,0k,"0,37",,https://drive.google.com/file/d/1qx_AjQKejUKX4lNUXgbJfsu4XQ1iY6jH,,
5902,Gelée de groseille extra,- CONFIT DE PROVENCE,oui,Gelée de groseille extra - CONFIT DE PROVENCE,3424520000536,Confit de Provence,GELEE DE GROSEILLE EXTRA,5902,6,"2,14","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,37",,https://static.openfoodfacts.org/images/products/342/452/000/0536/front_fr.4.full.jpg,,
760,Purée de pommes,- GRANDS CYPRÈS,oui,Purée de pommes - GRANDS CYPRÈS,0491000000006,SCOP Epice,Purée de pommes - 610g,COMPMGC610,6,"2,48","Alimentaire / Épicerie / Compotes, Purées de fruits, Purées d'oléagineux",A5.5-V5.5,ok,"0,61",,https://epice.org/images/produits/Epice049-W.jpg,France,non
18,Fusilli de riz et quinoa,- LAZZARETTI,oui,Fusilli de riz et quinoa - LAZZARETTI,3267460020819,SCOP Epice,Fusilli de riz et quinoa - 250g,FURQLAZ250,12,"2,35","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,25",,https://epice.org/images/produits/Fusilli-Riz-et-Quinoa.jpg,France,non
622,Torsades de lentilles corail,- LAZZARETTI,oui,Torsades de lentilles corail - LAZZARETTI,3267460030214,SCOP Epice,Torsades de lentilles corail - 250g,TORLENCLAZ250,12,"2,50","Alimentaire / Épicerie / Riz, Pâtes, Féculents",A5.5-V5.5,ok,"0,25",,https://epice.org/images/produits/Torsade-Lentilles-Corail.jpg,France,non
34,Sucre de canne blond,,oui,Sucre de canne blond ,3268740100054,SCOP Epice,Sucre de canne blond – 750g,SUBDIS750,12,"2,19",Alimentaire / Épicerie / Sucre,A5.5-V5.5,ok,"0,75",,https://epice.org/images/produits/sucre-blond-750g.jpg,,non
36,Pruneaux d'agen denoyautés,- COUFIDOU,oui,Pruneaux d'agen denoyautés - COUFIDOU,3328400862347,SCOP Epice,Pruneaux d'Agen dénoyautés cal 55/66 - 250g,PRDAGE250,10,"2,13",Alimentaire / Épicerie / Fruits secs,A5.5-V5.5,ok,"0,25",,https://epice.org/images/produits/pruneau-bio-denoyaute-250g.jpg,France,non
73,Sucre de canne complet ,- ARTISANS DU MONDE,oui,Sucre de canne complet  - ARTISANS DU MONDE,3413880061073,SCOP Epice,Sucre de canne complet Mascobado - 1kg,MASSOL1K,10,"4,55",Alimentaire / Épicerie / Sucre,A5.5-V5.5,ok,1,,https://epice.org/images/produits/006117-MascabadoVrac-2017-1kg.jpg,Philippines,non
92,Vinaigre de vin vieux,- LA CIGALE,oui,Vinaigre de vin vieux - LA CIGALE,3464930501254,SCOP Epice,Vinaigre de vin vieux - 50cl,VIVSAU50,6,"1,88","Alimentaire / Épicerie / Huile, Vinaigre",A5.5-V5.5,ok,,"0,5",https://epice.org/images/produits/853-vinaigre-de-vin-rouge-bio-francais-la-cigale-gard.png,France,non
93,Vinaigre de cidre,- LA CIGALE,oui,Vinaigre de cidre - LA CIGALE,3464930505252,SCOP Epice,Vinaigre de cidre non pasteurisé - 50cl,VICSAU50,6,"1,88","Alimentaire / Épicerie / Huile, Vinaigre",A5.5-V5.5,ok,,"0,5",https://epice.org/images/produits/882-vinaigre-de-cidre-biologique.png,France,non
5592,Vinaigre balsamique de modène IGP,- LA CIGALE,oui,Vinaigre balsamique de modène IGP - LA CIGALE,3464930750010,SCOP Epice,Vinaigre balsamique de modène IGP - 75cl (sans caramel),VIBSAU75,6,"4,80","Alimentaire / Épicerie / Huile, Vinaigre",A5.5-V5.5,ok,,"0,75",https://static.openfoodfacts.org/images/products/346/493/075/0010/front_fr.3.full.jpg,Italie,non
96,Vinaigre de cidre,- LA CIGALE,oui,Vinaigre de cidre - LA CIGALE,3464931005256,SCOP Epice,Vinaigre de cidre non pasteurisé - 1L,VICSAU1L,6,"2,25","Alimentaire / Épicerie / Huile, Vinaigre",A5.5-V5.5,ok,,1,https://epice.org/images/produits/882-vinaigre-de-cidre-biologique.png,France,non
650,Moutarde de Dijon,- LA CIGALE,oui,Moutarde de Dijon - LA CIGALE,3464932002100,SCOP Epice,Moutarde de dijon - 200g,MODSAU200,6,"1,65","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,2",,https://epice.org/images/produits/926-moutarde-de-dijon-biologique.png,France,non
641,Moutarde a l'ancienne,- LA CIGALE,oui,Moutarde a l'ancienne - LA CIGALE,3464932003107,SCOP Epice,Moutarde à l'ancienne - 200g,MOASAU200,6,"1,65","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,2",,https://epice.org/images/produits/920-moutarde-ancienne-biologique.png,France,non
4919,Biscuits aperitif pizza ,- LOU BIO,oui,Biscuits aperitif pizza  - LOU BIO,0493000000000,SCOP Epice,"Biscuit apéritif Pizza - 2,5 kgs",BPIZDAOVRAC,"2,5","10,90",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,1,,https://epice.org/images/produits/7319VRAC-DAO-Pizza.jpg,France,non
3532,Biscuits au beurre et pépite de chocolat,- LOU BIO,oui,Biscuits au beurre et pépite de chocolat - LOU BIO,0493000000000,SCOP Epice,"Biscuits Cacao pépites de choco (au beurre) - 2,5 Kgs",BCHODAOVRAC,"2,5","14,40","Alimentaire / Épicerie / Biscuits, Galettes, Tartines, Pain et Patisserie Indus",A5.5-V5.5,ok,1,,https://epice.org/images/produits/6800VRAC-Cacao-Pepite-Choco.jpg,France,non
5608,Biscuits au beurre caramel sel de Guérande,- LOU BIO,oui,Biscuits au beurre caramel sel de Guérande - LOU BIO,0493001000009,SCOP Epice,"Biscuits Caramel sel de Guérande (au beurre) - 2,5 Kgs",BCSDAOVRAC,"2,5","12,48",Alimentaire / Épicerie / Fruits secs,A5.5-V5.5,ok,1,,https://epice.org/images/produits/6824VRAC-DAO-Caramel-Sel-de-Guerance.jpg,France,non
5686,Pastilles au miel,- MELLIDOR,oui,Pastilles au miel - MELLIDOR,3503740365608,SCOP Epice,Pastilles au miel - 125g,PASMEL125,6,"2,10","Alimentaire / Épicerie / Miel, Confitures, Chocolat TVA 5,5%, Pâte à tartiner TVA 5,5%",A5.5-V5.5,ok,"0,125",,https://epice.org/images/produits/BMI125B.jpg,France,non
116,Terrine de campagne,- ROSTAIN,oui,Terrine de campagne - ROSTAIN,3507170120011,SCOP Epice,Terrine de campagne - verrine 180g,TCAMROSBV,6,"3,12","Alimentaire / Épicerie / Conserves autres, Plats cuisinés etc",A5.5-V5.5,ok,"0,18",,https://epice.org/images/produits/BVR001-Verrine-Terrine-de-campagne.jpg,France,non
119,Rillettes pur porc,- ROSTAIN,oui,Rillettes pur porc - ROSTAIN,3507170120066,SCOP Epice,Rillettes pur porc - verrine 180g,RPOROSBV,6,"3,58","Alimentaire / Épicerie / Conserves autres, Plats cuisinés etc",A5.5-V5.5,ok,"0,18",,https://epice.org/images/produits/BVR006-Verrine-Rillette-pur-porc.jpg,France,non
122,Terrine de volaille fermière,- ROSTAIN ,oui,Terrine de volaille fermière - ROSTAIN ,3507170120158,SCOP Epice,Terrine de volaille fermière - verrine 180g,TVFROSBV,6,"3,67","Alimentaire / Épicerie / Conserves autres, Plats cuisinés etc",A5.5-V5.5,ok,"0,18",,https://epice.org/images/produits/BVR015-Verrine-Terrine-de-volaille-fermiere.jpg,France,non
647,Chips nature,- FAMILY,oui,Chips nature - FAMILY,3546588100017,SCOP Epice,Chips nature - 125g,CHINFAM125,12,"1,62",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,125",,https://epice.org/images/produits/nature.jpg,France,non
648,Chips aux herbes de Provence,- FAMILY,oui,Chips aux herbes de Provence - FAMILY,3546588100031,SCOP Epice,Chips aux herbes de Provence - 125g,CHIHPFAM125,12,"1,76",Alimentaire / Épicerie / Apéritifs,A5.5-V5.5,ok,"0,125",,https://epice.org/images/produits/nature.jpg,France,non
124,Bière ambrèe Korlène,- MÉLUSINE,oui,Bière ambrèe Korlène - MÉLUSINE,3594550003316,SCOP Epice,Bière ambrée Korlène – 33cl,KORMEL33,12,"1,45","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,33",https://epice.org/images/produits/korlene-33cl.jpg,France,non
127,Bière Dame Blanche,- MÉLUSINE,oui,Bière Dame Blanche - MÉLUSINE,3594550003385,SCOP Epice,Bière blanche à l'épeautre Dame blanche - 33cl,DABMEL33,12,"1,45","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,33",https://epice.org/images/produits/dame-blanche-33cl.jpg,France,non
128,Biere ambrèe Korlène,- MÉLUSINE,oui,Biere ambrèe Korlène - MÉLUSINE,3594550007512,SCOP Epice,Bière ambrée Korlène - 75cl,KORMEL75,6,"3,02","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://epice.org/images/produits/ambree-BAL-75cl.JPG,France,non
129,Biere blonde Félibrée,- MÉLUSINE,oui,Biere blonde Félibrée - MÉLUSINE,3594550007574,SCOP Epice,Bière blonde Félibrée - 75cl,FELMEL75,6,"3,02","Alimentaire / Liquide / Bière, Cidre",A20.0-V20.0,ok,,"0,75",https://epice.org/images/produits/felibree-75cl.jpg,France,non
5770,Thé gingembre curcuma,- ROUTE DES COMPTOIRS,oui,Thé gingembre curcuma - ROUTE DES COMPTOIRS,3760011130444,SCOP Epice,"Thé vert Gingembre curcuma - 20 inf,",TVGCRDCINF,6,"2,43","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,,,https://epice.org/images/produits/gingembre-curcuma-inf.jpg,Chine,non
133,Thé vert Sencha Zheijiang,- ROUTE DES COMPTOIRS,oui,Thé vert Sencha Zheijiang - ROUTE DES COMPTOIRS,3760011131052,SCOP Epice,Thé vert Sencha Zheijiang - 100g,TVSZRDC100,6,"3,42","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,1",,https://epice.org/images/produits/105-The-vert-SENCHA-ZHEJIANG-100g.jpg,Chine,non
5697,Thé vert Grand Sencha,- ROUTE DES COMPTOIRS,oui,Thé vert Grand Sencha - ROUTE DES COMPTOIRS,3760011131397,SCOP Epice,Thé vert Grand Sencha – 100g,TVGSRDC100,6,"7,10","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,1",,https://epice.org/images/produits/grand-sencha-bio.jpg,Japon,non
137,Earl grey thé vert bergamotte,- ROUTE DES COMPTOIRS,oui,Earl grey thé vert bergamotte - ROUTE DES COMPTOIRS,3760011131519,SCOP Epice,Thé vert Earl Grey bergamote - 100g,TVEGRDC100,6,"3,97","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,1",,https://epice.org/images/produits/151-The-vert-EARL-GREY-100G.jpg,Chine,non
139,Thé vert Casbah menthe,- ROUTE DES COMPTOIRS,oui,Thé vert Casbah menthe - ROUTE DES COMPTOIRS,3760011131540,SCOP Epice,Thé vert Casbah menthe (feuilles) - 100g,TVMERDC100,6,"3,68","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,1",,https://epice.org/images/produits/154-The-vert-CASBAH-100G.jpg,Chine,non
142,Thé vert Tchai vert aux épices,- ROUTE DES COMPTOIRS,oui,Thé vert Tchai vert aux épices - ROUTE DES COMPTOIRS,3760011131601,SCOP Epice,Thé vert Tchai vert aux épices - 100g,TVTRDC100,6,"3,85","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,1",,https://epice.org/images/produits/160-The-vert-TCHA-100g.jpg,Chine,non
144,Thé noir Breakfast,- ROUTE DES COMPTOIRS,oui,Thé noir Breakfast - ROUTE DES COMPTOIRS,3760011132011,SCOP Epice,Thé noir Breakfast - 100g,TNBRRDC100,6,"3,11","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,1",,https://epice.org/images/produits/201-The-noir-BREAKFAST-100G.jpg,Inde,non
145,Thé noir Darjeeling Ambootia,- ROUTE DES COMPTOIRS,oui,Thé noir Darjeeling Ambootia - ROUTE DES COMPTOIRS,3760011132059,SCOP Epice,Thé noir Darjeeling Ambootia FTGFOP - 100g,TNDARDC100,6,"3,99","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,1",,https://epice.org/images/produits/205-The-noir-DARJEELING-100g.jpg,Inde,non
146,Thé noir Earl grey bergamotte,- ROUTE DES COMPTOIRS,oui,Thé noir Earl grey bergamotte - ROUTE DES COMPTOIRS,3760011132264,SCOP Epice,Thé noir Earl Grey bergamote - 100g,TNEGRDC100,6,"3,50","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,1",,https://epice.org/images/produits/226-The-noir-EARL-GREY.jpg,Inde,non
163,Thé vert Earl grey,- ROUTE DES COMPTOIRS,oui,Thé vert Earl grey - ROUTE DES COMPTOIRS,3760011134176,SCOP Epice,"Thé vert Earl grey - 20 inf,",TVEGRDCINF,6,"2,43","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,,,https://epice.org/images/produits/417-The-vert-EARL-GREY-20inf.jpg,Chine,non
164,Thé vert jasmin (fleurs),- ROUTE DES COMPTOIRS,oui,Thé vert jasmin (fleurs) - ROUTE DES COMPTOIRS,3760011134183,SCOP Epice,Thé vert Jasmin (fleurs) - 20 inf,TVFJRDCINF,6,"2,43","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,,,https://epice.org/images/produits/418-The-vert-JASMIN-20INF.jpg,Chine,non
167,Thé vert Casbah menthe,- ROUTE DES COMPTOIRS,oui,Thé vert Casbah menthe - ROUTE DES COMPTOIRS,3760011134190,SCOP Epice,"Thé vert Casbah menthe – 20 inf,",TVMERDCINF,6,"2,43","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,,,https://epice.org/images/produits/419-The-vert-CASBAH-20INF.jpg,Chine,non
165,Infusion detox equilibio,- ROUTE DES COMPTOIRS,oui,Infusion detox equilibio - ROUTE DES COMPTOIRS,3760011134213,SCOP Epice,"Infusion Detox Equilibio - 20 inf,",EQURDCINF,6,"2,43","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,,,https://epice.org/images/produits/421-EQUILIBIO-20INF.jpg,,non
169,Rooibos nature,- ROUTE DES COMPTOIRS,oui,Rooibos nature - ROUTE DES COMPTOIRS,3760011134275,SCOP Epice,"Rooibos nature - 20 inf,",RNARDCINF,6,"2,43","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,,,https://epice.org/images/produits/427-Rooibos-NATURE-20INF.jpg,Afrique du sud,non
5667,Verveine de Drôme Provençale,- LE DAUPHIN,oui,Verveine de Drôme Provençale - LE DAUPHIN,3760013112301,SCOP Epice,Verveine de Drôme Provençale - 20 infusettes,VERDAUINF,8,"2,75","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,,,https://epice.org/images/produits/verveine-1.jpg,France,non
182,Thym de Provence,- LE DAUPHIN,oui,Thym de Provence - LE DAUPHIN,3760013112325,SCOP Epice,Thym de Provence - 20 infusettes,THYDAUINF,8,"2,75","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,,,https://epice.org/images/produits/thym-1.jpg,France,non
185,Détox pure infusette,- LE DAUPHIN,oui,Détox pure infusette - LE DAUPHIN,3760013112424,SCOP Epice,"Detox pure, purifiante et detoxifiante - 20 infusettes",IDETDAUINF,8,"2,75","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,,,https://epice.org/images/produits/detox-pure-7.jpg,France,non
189,Verveine (feuille coupées),- LE DAUPHIN,oui,Verveine (feuille coupées) - LE DAUPHIN,3760013115135,SCOP Epice,Verveine (feuilles coupées) - 35g,VERDAU,6,"3,50","Alimentaire / Épicerie / Café, Chicorée, Cacao, Thé, Tisanes",A5.5-V5.5,ok,"0,35",,,France,non
1803,Thym flocons,- MASALCHI,oui,Thym flocons - MASALCHI,3760022900326,SCOP Epice,Thym flocons - 15g,THYMASBV,3,"1,57","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,15",,https://epice.org/images/produits/P2THYF-thym-flocons.jpg,,non
1823,Coriandre en poudre,- MASALCHI,oui,Coriandre en poudre - MASALCHI,3760022906137,SCOP Epice,coriandre poudre - 25g,CORMASBV,3,"1,46","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,25",,https://epice.org/images/produits/P2CORP-coriandre-moulu.jpg,,non
1825,Cumin en poudre,- MASALCHI,oui,Cumin en poudre - MASALCHI,3760022906151,SCOP Epice,Cumin poudre - 35g,CUMPMASBV,3,"2,18","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,35",,https://epice.org/images/produits/P2CUMP-cumin-moulu.jpg,,non
1826,Curcuma en poudre,- MASALCHI,oui,Curcuma en poudre - MASALCHI,3760022906168,SCOP Epice,Curcuma poudre - 40g,CURMASBV,3,"1,49","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,4",,https://epice.org/images/produits/P2CURP-curcuma-moulu.jpg,,non
1833,Gingembre en poudre,- MASALCHI,oui,Gingembre en poudre - MASALCHI,3760022906243,SCOP Epice,Gingembre poudre - 25g,GINMASBV,3,"1,73","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,25",,https://epice.org/images/produits/P2GINP-gingembre-moulu.jpg,,non
1834,Clou de girofle,- MASALCHI,oui,Clou de girofle - MASALCHI,3760022906267,SCOP Epice,Girofle clou - 30g,GIRMASBV,3,"1,93","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,3",,https://epice.org/images/produits/P2GIRG-clou-de-girofle-entier.jpg,,non
222,Herbes de provence,- MASALCHI,oui,Herbes de provence - MASALCHI,3760022906281,SCOP Epice,Herbes de Provence - 20g,HEPMASBV,3,"1,64","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,02",,https://epice.org/images/produits/P2HERF-herbes-de-provence.jpg,France,non
1835,Herbes de provence,- MASALCHI,oui,Herbes de provence - MASALCHI,3760022906281,SCOP Epice,Herbes de Provence - 20g,HEPMASBV,3,"1,64","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,2",,https://epice.org/images/produits/P2HERF-herbes-de-provence.jpg,,non
256,Mélange Quatre épices,- MASALCHI,oui,Mélange Quatre épices - MASALCHI,3760022906786,SCOP Epice,Mélange Quatre épices - 40g,QEPMASBV,3,"2,41","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,04",,https://epice.org/images/produits/P2QUAPcurry-4-epices.jpg,,non
263,Ras el Hanout en poudre,- MASALCHI,oui,Ras el Hanout en poudre - MASALCHI,3760022906885,SCOP Epice,Ras el Hanout poudre - 40g,RASMASBV,3,"2,24","Alimentaire / Épicerie / Épices, Condiments, Graines",A5.5-V5.5,ok,"0,04",,https://epice.org/images/produits/P2RASP-curry-ras-el-hanout.jpg,,non
3404,Baies de Goji ,- BIOFRUISEC,oui,Baies de Goji  - BIOFRUISEC,3760025650044,SCOP Epice,Baies de Goji - 5kgs,GOJBFSVRAC,5,"14,95",Alimentaire / Épicerie / Fruits secs,A5.5-V5.5,ok,1,,https://epice.org/images/produits/Goji-biofruisec.jpg,Chine,non
293,Limonade,- CAP D'ONA,oui,Limonade - CAP D'ONA,3760032531039,SCOP Epice,Limonade – bouteille verre 75cl,LIMOCAP75,6,"2,15","Alimentaire / Liquide / Sirops, Sodas, Boissons aromatisées TVA 5,5%",A5.5-V5.5,ok,,"0,75",https://epice.org/images/produits/LIMONADE-BIO-75-CL-PETIT-FORMAT.jpg,France,non
299,Vin rouge Origine IGP Gard,- CABANIS,oui,Vin rouge Origine IGP Gard - CABANIS,3760039080035,SCOP Epice,Vin rouge Origine IGP Gard - bouteille 75 cl,ROUCAB75,6,"4,02",Alimentaire / Liquide / Vin,A20.0-V20.0,ok,,"0,75",https://epice.org/images/produits/ORIGINE-Rouge.jpg,France,non
301,Vin rouge Origine IGP Gard,- CABANIS,oui,Vin rouge Origine IGP Gard - CABANIS,3760039080059,SCOP Epice,Vin rouge Origine IGP Gard - BIB 5 litres,ROUCAB5L,1,"13,50",Alimentaire / Liquide / Vin,A20.0-V20.0,ok,,5,,France,non
303,Jus de pomme,- MAS LA PERDRIGONE,oui,Jus de pomme - MAS LA PERDRIGONE,3760047160057,SCOP Epice,Jus de pomme - 75cl,JPOMPER1L,6,"1,92",Alimentaire / Liquide / Jus de fruits,A5.5-V5.5,ok,,"0,75",https://epice.org/images/produits/Epice008-W.jpg,France,non
304,Jus de pomme et poire,- MAS LA PERDRIGONE,oui,Jus de pomme et poire - MAS LA PERDRIGONE,3760047160064,SCOP Epice,Jus de pomme – poire - 75cl,JPOPPER1L,6,"1,98",Alimentaire / Liquide / Jus de fruits,A5.5-V5.5,ok,,"0,75",https://epice.org/images/produits/Epice010-W.jpg,France,non
305,Nectar d'abricot,- MAS LA PERDRIGONE,oui,Nectar d'abricot - MAS LA PERDRIGONE,3760047160071,SCOP Epice,Nectar d'abricot - 75cl,NABRPER1L,6,"2,15",Alimentaire / Liquide / Jus de fruits,A5.5-V5.5,ok,,"0,75",https://epice.org/images/produits/Epice009-W.jpg,France,non
